"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"1356",2,40.16,7097,2008,3,3,"Krzyki",285015.52,"4. bardzo drogie"
"1357",1,30.06,6986,2007,2,2,"Fabryczna",209999.16,"4. bardzo drogie"
"1358",3,51.1,5871,1975,0,0,"Fabryczna",300008.1,"3. drogie"
"1359",2,47.5,5789,2007,2,2,"Psie Pole",274977.5,"2. tanie"
"1360",2,47,7447,2011,0,0,"Krzyki",350009,"4. bardzo drogie"
"1361",2,39,5513,2016,1,3,"Krzyki",215007,"2. tanie"
"1362",3,63,4746,1983,0,0,"Fabryczna",298998,"1. bardzo tanie"
"1363",3,69,5058,1985,3,3,"Fabryczna",349002,"1. bardzo tanie"
"1364",2,36,6528,1985,5,10,"Fabryczna",235008,"3. drogie"
"1365",1,24,7875,1970,8,10,"Krzyki",189000,"4. bardzo drogie"
"1366",3,57.02,8593,2016,4,4,"Psie Pole",489972.86,"4. bardzo drogie"
"1367",3,56.8,5986,2012,0,0,"Krzyki",340004.8,"3. drogie"
"1368",1,33,5727,2000,2,2,"Fabryczna",188991,"2. tanie"
"1369",2,38,6720,2018,0,0,"Psie Pole",255360,"4. bardzo drogie"
"1370",3,47,6149,1970,5,6,"Srodmiescie",289003,"3. drogie"
"1371",4,64,5609,1979,3,4,"Psie Pole",358976,"2. tanie"
"1372",2,55,8891,2009,3,4,"Krzyki",489005,"4. bardzo drogie"
"1373",4,48.5,8969,2012,3,3,"Fabryczna",434996.5,"4. bardzo drogie"
"1374",3,60.08,6408,2009,0,0,"Fabryczna",384992.64,"3. drogie"
"1375",2,51,9902,2012,1,3,"Krzyki",505002,"4. bardzo drogie"
"1376",3,64,4906,1984,0,0,"Fabryczna",313984,"1. bardzo tanie"
"1377",1,46,5196,2009,3,5,"Fabryczna",239016,"1. bardzo tanie"
"1378",1,33,5727,2000,2,3,"Fabryczna",188991,"2. tanie"
"1379",2,40,5975,2010,2,5,"Fabryczna",239000,"3. drogie"
"1380",3,95,7895,1930,0,0,"Krzyki",750025,"4. bardzo drogie"
"1381",4,75,5187,1993,9,10,"Fabryczna",389025,"1. bardzo tanie"
"1382",1,31,7097,2010,0,0,"Fabryczna",220007,"4. bardzo drogie"
"1383",3,63,6127,2003,3,3,"Krzyki",386001,"3. drogie"
"1384",2,46,5848,2007,0,0,"Psie Pole",269008,"3. drogie"
"1385",2,60,6817,1960,2,4,"Srodmiescie",409020,"4. bardzo drogie"
"1386",2,38,6411,2017,2,4,"Krzyki",243618,"3. drogie"
"1387",3,48,5625,1950,3,4,"Stare Miasto",270000,"2. tanie"
"1388",2,38,6447,1980,1,10,"Krzyki",244986,"3. drogie"
"1389",3,62.5,5200,1980,9,10,"Krzyki",325000,"1. bardzo tanie"
"1390",3,67,5373,1960,0,0,"Krzyki",359991,"2. tanie"
"1391",2,48,7813,1992,3,6,"Krzyki",375024,"4. bardzo drogie"
"1392",3,50,7980,1983,2,4,"Srodmiescie",399000,"4. bardzo drogie"
"1393",3,59,6508,1935,2,4,"Srodmiescie",383972,"3. drogie"
"1394",2,83.5,4970,1910,4,4,"Stare Miasto",414995,"1. bardzo tanie"
"1395",1,40,7175,1965,3,4,"Stare Miasto",287000,"4. bardzo drogie"
"1396",3,67.8,5678,1990,8,11,"Krzyki",384968.4,"2. tanie"
"1397",5,130,6077,1960,0,0,"Krzyki",790010,"3. drogie"
"1398",3,63.7,5181,1987,1,6,"Fabryczna",330029.7,"1. bardzo tanie"
"1399",4,98,4582,1995,5,6,"Fabryczna",449036,"1. bardzo tanie"
"1400",4,90.5,4840,1991,6,7,"Srodmiescie",438020,"1. bardzo tanie"
"1401",1,52,6923,1937,0,0,"Krzyki",359996,"4. bardzo drogie"
"1402",2,69.25,4950,2017,2,2,"Fabryczna",342787.5,"1. bardzo tanie"
"1403",3,90.63,4950,2017,2,2,"Fabryczna",448618.5,"1. bardzo tanie"
"1404",2,47,7447,2011,0,0,"Krzyki",350009,"4. bardzo drogie"
"1405",2,38.8,6959,2002,0,0,"Krzyki",270009.2,"4. bardzo drogie"
"1406",2,52,5135,1978,6,11,"Psie Pole",267020,"1. bardzo tanie"
"1407",2,34,6588,1980,6,10,"Fabryczna",223992,"3. drogie"
"1408",4,112,4107,1911,0,0,"Krzyki",459984,"1. bardzo tanie"
"1409",4,112,4107,1911,0,0,"Krzyki",459984,"1. bardzo tanie"
"1410",3,57,5421,1978,0,0,"Krzyki",308997,"2. tanie"
"1411",3,60,5083,1980,2,4,"Fabryczna",304980,"1. bardzo tanie"
"1412",3,55,6345,1981,4,5,"Stare Miasto",348975,"3. drogie"
"1413",5,97,4897,2001,3,4,"Krzyki",475009,"1. bardzo tanie"
"1414",4,55,5636,1968,4,4,"Krzyki",309980,"2. tanie"
"1415",2,52.57,4939,2017,2,2,"Fabryczna",259643.23,"1. bardzo tanie"
"1416",2,68,4691,1939,4,4,"Krzyki",318988,"1. bardzo tanie"
"1417",3,85.88,4950,2017,2,2,"Fabryczna",425106,"1. bardzo tanie"
"1418",3,57,5614,1976,8,11,"Psie Pole",319998,"2. tanie"
"1419",4,72.32,4950,2017,2,2,"Fabryczna",357984,"1. bardzo tanie"
"1420",4,79,4177,1981,4,4,"Fabryczna",329983,"1. bardzo tanie"
"1421",3,62.4,5048,1980,2,10,"Fabryczna",314995.2,"1. bardzo tanie"
"1422",4,75,5187,2018,1,1,"Psie Pole",389025,"1. bardzo tanie"
"1423",3,95.46,4950,2017,2,2,"Fabryczna",472527,"1. bardzo tanie"
"1424",2,61,11803,2009,5,6,"Stare Miasto",719983,"4. bardzo drogie"
"1425",1,40,6725,2008,1,3,"Krzyki",269000,"4. bardzo drogie"
"1426",3,60,6317,2009,0,0,"Fabryczna",379020,"3. drogie"
"1427",3,81.4,4791,1930,1,3,"Krzyki",389987.4,"1. bardzo tanie"
"1428",2,32.82,7282,2018,1,4,"Krzyki",238995.24,"4. bardzo drogie"
"1429",2,34.14,7293,2018,2,4,"Krzyki",248983.02,"4. bardzo drogie"
"1430",4,75,5187,2018,1,1,"Psie Pole",389025,"1. bardzo tanie"
"1431",3,63,5794,1930,3,4,"Srodmiescie",365022,"2. tanie"
"1432",2,49,11755,2015,1,7,"Stare Miasto",575995,"4. bardzo drogie"
"1433",3,92,5424,2004,2,3,"Krzyki",499008,"2. tanie"
"1434",3,70.1,4993,1930,2,2,"Srodmiescie",350009.3,"1. bardzo tanie"
"1435",4,105.2,5989,1930,1,2,"Srodmiescie",630042.8,"3. drogie"
"1436",2,48,5229,1902,1,4,"Srodmiescie",250992,"1. bardzo tanie"
"1437",3,70,6729,1920,1,2,"Srodmiescie",471030,"4. bardzo drogie"
"1438",2,47,6383,1979,5,10,"Srodmiescie",300001,"3. drogie"
"1439",4,100,3990,2015,1,1,"Psie Pole",399000,"1. bardzo tanie"
"1440",2,71,4930,1905,1,5,"Psie Pole",350030,"1. bardzo tanie"
"1441",2,54,6296,2007,3,3,"Fabryczna",339984,"3. drogie"
"1442",4,75,5187,2018,1,1,"Psie Pole",389025,"1. bardzo tanie"
"1443",4,117,5265,2005,0,0,"Krzyki",616005,"1. bardzo tanie"
"1444",2,44,10114,2015,0,0,"Stare Miasto",445016,"4. bardzo drogie"
"1445",2,61,5656,1993,0,0,"Krzyki",345016,"2. tanie"
"1446",2,52,5750,1965,4,4,"Stare Miasto",299000,"2. tanie"
"1447",3,69,7014,2010,5,5,"Fabryczna",483966,"4. bardzo drogie"
"1448",2,49,4673,2016,2,4,"Fabryczna",228977,"1. bardzo tanie"
"1449",3,64,5781,1975,3,4,"Fabryczna",369984,"2. tanie"
"1450",2,48,5625,1980,3,4,"Srodmiescie",270000,"2. tanie"
"1451",3,63,5000,2008,3,3,"Psie Pole",315000,"1. bardzo tanie"
"1452",2,38,6621,2017,5,6,"Krzyki",251598,"3. drogie"
"1453",3,107,6262,2008,3,4,"Krzyki",670034,"3. drogie"
"1454",4,76,5526,1993,3,4,"Krzyki",419976,"2. tanie"
"1455",2,49,6102,2008,3,4,"Fabryczna",298998,"3. drogie"
"1456",3,47,6277,1975,10,11,"Krzyki",295019,"3. drogie"
"1457",1,28,5357,1935,4,4,"Fabryczna",149996,"2. tanie"
"1458",1,40,5975,1930,3,3,"Stare Miasto",239000,"3. drogie"
"1459",2,54,6370,2010,1,2,"Krzyki",343980,"3. drogie"
"1460",1,40.8,7034,1960,3,4,"Stare Miasto",286987.2,"4. bardzo drogie"
"1461",4,75,5600,1935,4,5,"Srodmiescie",420000,"2. tanie"
"1462",3,78,4000,1945,0,0,"Fabryczna",312000,"1. bardzo tanie"
"1463",3,77,6000,2005,1,3,"Krzyki",462000,"3. drogie"
"1464",2,52,5481,2008,1,2,"Krzyki",285012,"2. tanie"
"1465",2,51,5275,1970,0,0,"Srodmiescie",269025,"1. bardzo tanie"
"1466",2,49.32,5779,2011,2,4,"Srodmiescie",285020.28,"2. tanie"
"1467",4,93,5366,2003,2,3,"Krzyki",499038,"2. tanie"
"1468",1,34,7059,2008,0,0,"Krzyki",240006,"4. bardzo drogie"
"1469",2,54,6852,2011,3,5,"Krzyki",370008,"4. bardzo drogie"
"1470",3,65,7077,2004,0,0,"Psie Pole",460005,"4. bardzo drogie"
"1471",3,94,19681,2009,4,5,"Stare Miasto",1850014,"4. bardzo drogie"
"1472",4,117,5470,2005,0,0,"Krzyki",639990,"2. tanie"
"1473",3,60,4333,1980,2,4,"Psie Pole",259980,"1. bardzo tanie"
"1474",3,67,5746,2009,2,3,"Fabryczna",384982,"2. tanie"
"1475",3,76,5263,2003,3,4,"Fabryczna",399988,"1. bardzo tanie"
"1476",3,64,5661,2017,1,5,"Krzyki",362304,"2. tanie"
"1477",2,55,4469,2017,0,0,"Krzyki",245795,"1. bardzo tanie"
"1478",3,86,5401,2016,0,0,"Fabryczna",464486,"2. tanie"
"1479",2,50.51,6929,1930,3,5,"Srodmiescie",349983.79,"4. bardzo drogie"
"1480",2,40.16,7097,2008,3,3,"Krzyki",285015.52,"4. bardzo drogie"
"1481",1,26,7115,1970,8,8,"Fabryczna",184990,"4. bardzo drogie"
"1482",3,73,5192,1994,3,3,"Psie Pole",379016,"1. bardzo tanie"
"1483",1,32,5469,1975,1,4,"Psie Pole",175008,"2. tanie"
"1484",3,46.65,7053,1980,0,0,"Stare Miasto",329022.45,"4. bardzo drogie"
"1485",3,62.5,5200,1980,9,10,"Krzyki",325000,"1. bardzo tanie"
"1486",2,51,6863,1903,3,5,"Srodmiescie",350013,"4. bardzo drogie"
"1487",4,99,7061,2015,2,2,"Krzyki",699039,"4. bardzo drogie"
"1488",4,126,5516,1910,2,4,"Krzyki",695016,"2. tanie"
"1489",4,77,10000,2016,2,5,"Krzyki",770000,"4. bardzo drogie"
"1490",2,45,6200,2006,1,4,"Fabryczna",279000,"3. drogie"
"1491",3,84,5714,1995,2,5,"Psie Pole",479976,"2. tanie"
"1492",2,39,9231,2012,0,0,"Krzyki",360009,"4. bardzo drogie"
"1493",2,40,6950,1980,10,10,"Stare Miasto",278000,"4. bardzo drogie"
"1494",3,79,6076,2007,5,6,"Krzyki",480004,"3. drogie"
"1495",4,87.6,5422,1930,3,4,"Srodmiescie",474967.2,"2. tanie"
"1496",3,55,7255,1996,2,4,"Srodmiescie",399025,"4. bardzo drogie"
"1497",2,76,4605,1905,1,4,"Psie Pole",349980,"1. bardzo tanie"
"1498",1,40,9275,2015,3,6,"Srodmiescie",371000,"4. bardzo drogie"
"1499",3,62.5,5264,1985,9,10,"Krzyki",329000,"1. bardzo tanie"
"1500",2,61.6,4854,2017,1,3,"Fabryczna",299006.4,"1. bardzo tanie"
"1501",3,62.5,5120,1987,9,10,"Krzyki",320000,"1. bardzo tanie"
"1502",1,24,7875,1970,8,10,"Krzyki",189000,"4. bardzo drogie"
"1503",2,40,6725,2008,3,3,"Krzyki",269000,"4. bardzo drogie"
"1504",2,47.3,5920,1977,9,11,"Psie Pole",280016,"3. drogie"
"1505",3,66,4697,1935,2,4,"Srodmiescie",310002,"1. bardzo tanie"
"1506",2,46,6283,1970,4,4,"Srodmiescie",289018,"3. drogie"
"1507",3,89,5270,2008,2,2,"Krzyki",469030,"1. bardzo tanie"
"1508",2,50,6980,2009,0,0,"Krzyki",349000,"4. bardzo drogie"
"1509",1,33.58,8189,1995,6,6,"Srodmiescie",274986.62,"4. bardzo drogie"
"1510",2,59,6237,2007,6,7,"Srodmiescie",367983,"3. drogie"
"1511",2,43,6488,2002,0,0,"Fabryczna",278984,"3. drogie"
"1512",4,93,4828,2003,2,3,"Krzyki",449004,"1. bardzo tanie"
"1513",3,89,5270,2007,2,2,"Krzyki",469030,"1. bardzo tanie"
"1514",3,66,5455,1960,0,0,"Krzyki",360030,"2. tanie"
"1515",3,60.08,6408,2012,0,0,"Fabryczna",384992.64,"3. drogie"
"1516",2,36,6528,1985,5,10,"Fabryczna",235008,"3. drogie"
"1517",3,63,5778,1930,3,4,"Srodmiescie",364014,"2. tanie"
"1518",3,50,6200,2008,2,2,"Fabryczna",310000,"3. drogie"
"1519",2,50,5760,2008,2,2,"Krzyki",288000,"2. tanie"
"1520",3,109.6,4735,1933,1,2,"Krzyki",518956,"1. bardzo tanie"
"1521",2,55,5800,1995,1,5,"Krzyki",319000,"3. drogie"
"1522",3,108.35,5344,1931,1,4,"Stare Miasto",579022.4,"2. tanie"
"1523",5,106.27,4950,2017,2,2,"Fabryczna",526036.5,"1. bardzo tanie"
"1524",2,29.15,7547,1980,1,4,"Psie Pole",219995.05,"4. bardzo drogie"
"1525",3,64.43,6829,1950,3,5,"Stare Miasto",439992.47,"4. bardzo drogie"
"1526",3,67,5358,2003,3,3,"Fabryczna",358986,"2. tanie"
"1527",2,53,7528,2008,1,4,"Psie Pole",398984,"4. bardzo drogie"
"1528",3,85,5871,2000,3,4,"Psie Pole",499035,"3. drogie"
"1529",2,49,6102,2008,2,3,"Fabryczna",298998,"3. drogie"
"1530",2,46,8152,2013,5,15,"Stare Miasto",374992,"4. bardzo drogie"
"1531",2,44,8523,2013,5,15,"Stare Miasto",375012,"4. bardzo drogie"
"1532",2,41,6951,2008,3,3,"Krzyki",284991,"4. bardzo drogie"
"1533",3,67,5373,1960,0,0,"Krzyki",359991,"2. tanie"
"1534",2,43.81,5684,1930,4,4,"Krzyki",249016.04,"2. tanie"
"1535",2,54,9815,2009,4,7,"Stare Miasto",530010,"4. bardzo drogie"
"1536",1,45,5311,2009,3,5,"Fabryczna",238995,"2. tanie"
"1537",3,60.5,5917,1992,4,4,"Srodmiescie",357978.5,"3. drogie"
"1538",3,58.7,4242,1980,4,4,"Fabryczna",249005.4,"1. bardzo tanie"
"1539",3,59,7034,2016,3,6,"Srodmiescie",415006,"4. bardzo drogie"
"1540",1,41,6707,1975,3,4,"Fabryczna",274987,"4. bardzo drogie"
"1541",3,46,5761,1980,0,0,"Fabryczna",265006,"2. tanie"
"1542",2,48,7292,2012,0,0,"Krzyki",350016,"4. bardzo drogie"
"1543",3,49,6531,1980,11,11,"Krzyki",320019,"3. drogie"
"1544",2,51.6,5581,2009,4,4,"Fabryczna",287979.6,"2. tanie"
"1545",2,47,7447,2011,0,0,"Krzyki",350009,"4. bardzo drogie"
"1546",2,47,6702,2003,2,4,"Krzyki",314994,"4. bardzo drogie"
"1547",2,52.5,7048,1990,6,6,"Stare Miasto",370020,"4. bardzo drogie"
"1548",4,125,5560,1910,2,4,"Krzyki",695000,"2. tanie"
"1549",2,51,6961,2002,2,3,"Krzyki",355011,"4. bardzo drogie"
"1550",4,75,5320,2018,1,1,"Psie Pole",399000,"2. tanie"
"1551",3,58,5690,1975,7,10,"Fabryczna",330020,"2. tanie"
"1552",4,75,5187,2018,1,1,"Psie Pole",389025,"1. bardzo tanie"
"1553",7,105,7905,1930,3,5,"Srodmiescie",830025,"4. bardzo drogie"
"1554",3,80,5813,2009,0,0,"Fabryczna",465040,"3. drogie"
"1555",3,66,6439,2013,2,4,"Krzyki",424974,"3. drogie"
"1556",3,63,5222,1988,9,10,"Krzyki",328986,"1. bardzo tanie"
"1557",2,37,8081,1978,3,4,"Srodmiescie",298997,"4. bardzo drogie"
"1558",3,91.51,5781,2011,3,3,"Fabryczna",529019.31,"2. tanie"
"1559",2,47,6702,2000,2,4,"Krzyki",314994,"4. bardzo drogie"
"1560",2,53,7528,2008,1,6,"Psie Pole",398984,"4. bardzo drogie"
"1561",3,63.4,5189,1982,2,6,"Fabryczna",328982.6,"1. bardzo tanie"
"1562",3,61,8197,1900,4,5,"Stare Miasto",500017,"4. bardzo drogie"
"1563",3,62.5,5184,1985,9,10,"Krzyki",324000,"1. bardzo tanie"
"1564",3,67,5373,1960,0,0,"Krzyki",359991,"2. tanie"
"1565",3,50,5900,1972,6,10,"Stare Miasto",295000,"3. drogie"
"1566",1,24,7875,1970,8,10,"Krzyki",189000,"4. bardzo drogie"
"1567",3,53.5,4654,1930,1,2,"Psie Pole",248989,"1. bardzo tanie"
"1568",2,50,5280,2011,4,4,"Psie Pole",264000,"1. bardzo tanie"
"1569",2,55,6382,2001,2,2,"Krzyki",351010,"3. drogie"
"1570",2,57,5877,2006,2,3,"Fabryczna",334989,"3. drogie"
"1571",2,56.6,5400,2016,3,6,"Psie Pole",305640,"2. tanie"
"1572",3,69.4,5476,1960,3,4,"Stare Miasto",380034.4,"2. tanie"
"1573",3,99.6,4970,1900,2,4,"Srodmiescie",495012,"1. bardzo tanie"
"1574",2,42.5,6565,2002,0,0,"Fabryczna",279012.5,"3. drogie"
"1575",2,48.57,5353,2013,2,3,"Fabryczna",259995.21,"2. tanie"
"1576",1,33,7121,2010,0,0,"Fabryczna",234993,"4. bardzo drogie"
"1577",2,53.35,5979,2007,0,0,"Fabryczna",318979.65,"3. drogie"
"1578",3,85,6000,2002,3,3,"Krzyki",510000,"3. drogie"
"1579",5,110,7273,2015,2,2,"Fabryczna",800030,"4. bardzo drogie"
"1580",3,75,10800,2015,8,8,"Srodmiescie",810000,"4. bardzo drogie"
"1581",3,75,5987,2006,2,2,"Krzyki",449025,"3. drogie"
"1582",4,110,5445,2006,3,3,"Krzyki",598950,"2. tanie"
"1583",4,85,7988,2006,0,0,"Krzyki",678980,"4. bardzo drogie"
"1584",4,74,6419,2009,0,0,"Fabryczna",475006,"3. drogie"
"1585",2,66.95,5004,1930,4,6,"Srodmiescie",335017.8,"1. bardzo tanie"
"1586",1,27,7370,1975,3,11,"Krzyki",198990,"4. bardzo drogie"
"1587",2,44,5750,1935,4,5,"Krzyki",253000,"2. tanie"
"1588",4,93.96,4140,1920,2,3,"Fabryczna",388994.4,"1. bardzo tanie"
"1589",3,48,6229,1989,4,4,"Srodmiescie",298992,"3. drogie"
"1590",1,29.49,5086,2017,2,2,"Fabryczna",149986.14,"1. bardzo tanie"
"1591",2,46.49,6642,2017,0,0,"Fabryczna",308786.58,"3. drogie"
"1592",2,46.92,5968,2016,0,0,"Krzyki",280018.56,"3. drogie"
"1593",3,52.81,6359,2017,0,0,"Krzyki",335818.79,"3. drogie"
"1594",3,47.36,5500,2018,0,0,"Krzyki",260480,"2. tanie"
"1595",2,50,6800,2010,0,0,"Psie Pole",340000,"4. bardzo drogie"
"1596",2,44,6591,2000,1,4,"Krzyki",290004,"3. drogie"
"1597",3,48.61,6100,2018,2,5,"Fabryczna",296521,"3. drogie"
"1598",3,47.16,6100,2018,3,5,"Fabryczna",287676,"3. drogie"
"1599",3,47.16,6100,2018,3,5,"Fabryczna",287676,"3. drogie"
"1600",3,63,5238,1980,9,10,"Krzyki",329994,"1. bardzo tanie"
"1601",2,59,6186,1997,2,6,"Stare Miasto",364974,"3. drogie"
"1602",2,54,9815,2010,4,7,"Stare Miasto",530010,"4. bardzo drogie"
"1603",4,74.94,5690,2018,0,0,"Fabryczna",426408.6,"2. tanie"
"1604",3,53,5590,2018,0,0,"Fabryczna",296270,"2. tanie"
"1605",2,41.32,5590,2018,0,0,"Fabryczna",230978.8,"2. tanie"
"1606",2,39.26,5883,2018,0,0,"Fabryczna",230966.58,"3. drogie"
"1607",3,62.5,5472,1985,9,10,"Krzyki",342000,"2. tanie"
"1608",2,58,5862,2011,2,3,"Krzyki",339996,"3. drogie"
"1609",3,81,3815,1930,4,4,"Krzyki",309015,"1. bardzo tanie"
"1610",2,45,8844,2017,4,17,"Krzyki",397980,"4. bardzo drogie"
"1611",2,63,6190,2004,4,7,"Stare Miasto",389970,"3. drogie"
"1612",4,64,5781,2011,1,4,"Fabryczna",369984,"2. tanie"
"1613",1,26,8038,2016,0,0,"Krzyki",208988,"4. bardzo drogie"
"1614",3,57,5421,1978,0,0,"Krzyki",308997,"2. tanie"
"1615",2,60,6333,2001,3,5,"Krzyki",379980,"3. drogie"
"1616",3,63,5127,1983,9,10,"Krzyki",323001,"1. bardzo tanie"
"1617",4,96,4479,1930,3,4,"Stare Miasto",429984,"1. bardzo tanie"
"1618",2,40,5500,1980,3,4,"Psie Pole",220000,"2. tanie"
"1619",2,42.51,5528,2008,2,3,"Krzyki",234995.28,"2. tanie"
"1620",3,65,5215,1986,3,10,"Krzyki",338975,"1. bardzo tanie"
"1621",3,69,5638,2011,0,0,"Psie Pole",389022,"2. tanie"
"1622",2,46,5587,1984,2,4,"Fabryczna",257002,"2. tanie"
"1623",2,49,8163,2010,1,6,"Fabryczna",399987,"4. bardzo drogie"
"1624",2,48,4792,1940,3,4,"Srodmiescie",230016,"1. bardzo tanie"
"1625",2,24.48,9471,2018,2,3,"Fabryczna",231850.08,"4. bardzo drogie"
"1626",2,45,5333,1955,3,4,"Srodmiescie",239985,"2. tanie"
"1627",1,45,5311,2010,3,4,"Fabryczna",238995,"2. tanie"
"1628",3,67,5896,2002,3,3,"Fabryczna",395032,"3. drogie"
"1629",4,88,5227,2012,3,3,"Krzyki",459976,"1. bardzo tanie"
"1630",2,49,5367,2011,4,4,"Psie Pole",262983,"2. tanie"
"1631",2,54,6519,2001,2,2,"Krzyki",352026,"3. drogie"
"1632",4,83,4759,1985,1,10,"Krzyki",394997,"1. bardzo tanie"
"1633",3,91.5,5781,2011,3,3,"Fabryczna",528961.5,"2. tanie"
"1634",2,45.11,6500,2018,1,7,"Stare Miasto",293215,"3. drogie"
"1635",3,55,6909,1975,9,11,"Krzyki",379995,"4. bardzo drogie"
"1636",3,61,3934,1930,4,4,"Fabryczna",239974,"1. bardzo tanie"
"1637",3,62,5242,1990,3,4,"Fabryczna",325004,"1. bardzo tanie"
"1638",2,44,6591,2007,2,3,"Krzyki",290004,"3. drogie"
"1639",3,52,7115,2012,1,3,"Fabryczna",369980,"4. bardzo drogie"
"1640",2,46.2,5823,1970,5,8,"Fabryczna",269022.6,"3. drogie"
"1641",3,82.14,4371,1980,9,10,"Fabryczna",359033.94,"1. bardzo tanie"
"1642",2,48.3,5797,2005,0,0,"Fabryczna",279995.1,"2. tanie"
"1643",5,123.7,6063,1930,1,2,"Krzyki",749993.1,"3. drogie"
"1644",2,52,5481,2003,2,2,"Fabryczna",285012,"2. tanie"
"1645",2,43,5465,2015,0,0,"Psie Pole",234995,"2. tanie"
"1646",2,38,7842,1980,4,5,"Krzyki",297996,"4. bardzo drogie"
"1647",3,62.5,5120,1989,9,10,"Krzyki",320000,"1. bardzo tanie"
"1648",4,74.5,5570,1992,4,10,"Fabryczna",414965,"2. tanie"
"1649",2,39,7667,1965,2,4,"Stare Miasto",299013,"4. bardzo drogie"
"1650",2,53,6774,1993,3,4,"Srodmiescie",359022,"4. bardzo drogie"
"1651",3,90,6211,1980,0,0,"Fabryczna",558990,"3. drogie"
"1652",3,56,6518,2009,0,0,"Krzyki",365008,"3. drogie"
"1653",4,80,4875,2003,3,4,"Fabryczna",390000,"1. bardzo tanie"
"1654",2,50,6660,2000,3,4,"Krzyki",333000,"4. bardzo drogie"
"1655",4,99,4636,2006,4,4,"Krzyki",458964,"1. bardzo tanie"
"1656",2,38,6974,1977,10,11,"Krzyki",265012,"4. bardzo drogie"
"1657",2,40,6900,1969,10,10,"Stare Miasto",276000,"4. bardzo drogie"
"1658",2,50,5500,2015,1,3,"Krzyki",275000,"2. tanie"
"1659",3,69.3,5758,2002,3,4,"Krzyki",399029.4,"2. tanie"
"1660",2,38,6053,1977,10,11,"Fabryczna",230014,"3. drogie"
"1661",2,57.5,6087,2010,0,0,"Fabryczna",350002.5,"3. drogie"
"1662",3,47,6670,1970,11,11,"Fabryczna",313490,"4. bardzo drogie"
"1663",3,63.5,5953,1992,1,3,"Fabryczna",378015.5,"3. drogie"
"1664",2,45,6244,2012,2,4,"Psie Pole",280980,"3. drogie"
"1665",3,55,5636,1981,1,4,"Fabryczna",309980,"2. tanie"
"1666",2,41,6585,2011,4,4,"Fabryczna",269985,"3. drogie"
"1667",3,47.8,6255,1980,2,10,"Srodmiescie",298989,"3. drogie"
"1668",2,52,5865,1930,4,4,"Stare Miasto",304980,"3. drogie"
"1669",3,64.15,6220,2013,3,3,"Fabryczna",399013,"3. drogie"
"1670",2,36.33,8230,2016,0,0,"Krzyki",298995.9,"4. bardzo drogie"
"1671",2,31.62,9456,2016,1,2,"Krzyki",298998.72,"4. bardzo drogie"
"1672",3,55.5,7207,1970,4,4,"Fabryczna",399988.5,"4. bardzo drogie"
"1673",2,36.1,7452,2015,3,3,"Fabryczna",269017.2,"4. bardzo drogie"
"1674",4,73.4,4905,1985,0,0,"Fabryczna",360027,"1. bardzo tanie"
"1675",2,41.4,7126,2006,0,0,"Krzyki",295016.4,"4. bardzo drogie"
"1676",2,26.14,8990,1980,5,10,"Stare Miasto",234998.6,"4. bardzo drogie"
"1677",2,45.66,8979,2018,13,17,"Stare Miasto",409981.14,"4. bardzo drogie"
"1678",3,77.09,7122,2003,2,4,"Krzyki",549034.98,"4. bardzo drogie"
"1679",3,54,6481,1943,3,3,"Psie Pole",349974,"3. drogie"
"1680",2,40,8000,2012,3,3,"Krzyki",320000,"4. bardzo drogie"
"1681",3,82.34,3753,2017,1,1,"Psie Pole",309022.02,"1. bardzo tanie"
"1682",3,67.61,4866,2017,0,0,"Psie Pole",328990.26,"1. bardzo tanie"
"1683",2,52,5365,2003,1,4,"Fabryczna",278980,"2. tanie"
"1684",3,57.9,4577,1980,0,0,"Fabryczna",265008.3,"1. bardzo tanie"
"1685",3,62.5,6160,1983,1,4,"Psie Pole",385000,"3. drogie"
"1686",4,133,4925,1992,3,3,"Krzyki",655025,"1. bardzo tanie"
"1687",3,80,3863,1920,2,4,"Srodmiescie",309040,"1. bardzo tanie"
"1688",2,52.39,5707,1938,1,1,"Fabryczna",298989.73,"2. tanie"
"1689",2,47,6489,2016,1,4,"Fabryczna",304983,"3. drogie"
"1690",3,100,7990,1992,2,4,"Srodmiescie",799000,"4. bardzo drogie"
"1691",3,50,6200,2008,2,2,"Fabryczna",310000,"3. drogie"
"1692",2,45.61,6336,1970,4,4,"Srodmiescie",288984.96,"3. drogie"
"1693",4,95,4621,1930,4,4,"Srodmiescie",438995,"1. bardzo tanie"
"1694",2,42,9881,2012,3,4,"Krzyki",415002,"4. bardzo drogie"
"1695",4,116,5302,2005,0,0,"Krzyki",615032,"2. tanie"
"1696",4,111.1,6697,2003,6,6,"Stare Miasto",744036.7,"4. bardzo drogie"
"1697",2,63,5063,1930,1,2,"Psie Pole",318969,"1. bardzo tanie"
"1698",3,62,6274,2002,2,1,"Krzyki",388988,"3. drogie"
"1699",3,47,5660,1980,0,0,"Fabryczna",266020,"2. tanie"
"1700",3,58,6552,1995,6,8,"Krzyki",380016,"3. drogie"
"1701",3,76,5697,1960,3,3,"Fabryczna",432972,"2. tanie"
"1702",4,113,6593,1930,0,0,"Stare Miasto",745009,"3. drogie"
"1703",3,71,6718,2015,0,0,"Krzyki",476978,"4. bardzo drogie"
